 

stn;time;breclod0;brefard0;dkl010d0;fu3010d0;fu3010d1;gre000d0;hns000d0;hto000d0;pp0qnhd0;rka150d0;sremaxdv;su2000d0;tre200d0;tre200dn;tre200dv;tre200dx;ure200d0
SMA;20170309;0;0;240;13.0;42.8;26;0;0;1023.3;12.6;0;0.0;8.2;5.6;3.7;9.4;93.7
SMA;20170310;0;0;22;4.7;19.4;167;0;0;1025.6;0.0;75;8.0;8.4;3.3;3.8;13.0;68.5
SMA;20170311;0;0;47;7.9;23.4;191;0;0;1020.7;0.0;94;10.1;6.4;0.0;1.6;13.6;62.4
SMA;20170312;0;0;45;7.6;24.8;193;0;0;1014.7;0.0;97;10.4;7.4;1.4;2.5;13.9;60.3
SMA;20170313;0;0;360;5.4;19.8;191;0;0;1023.3;0.0;86;9.4;7.6;0.9;2.6;14.8;58.3
SMA;20170314;0;0;59;3.6;19.1;195;0;0;1031.4;0.0;96;10.4;8.9;3.6;3.7;15.1;53.4
SMA;20170315;0;0;45;6.5;25.9;196;0;0;1030.1;0.0;99;10.9;9.6;3.4;4.3;16.1;54.7
SMA;20170316;0;0;51;5.4;20.9;205;0;0;1024.0;0.0;100;11.2;10.2;4.0;4.8;17.3;62.6
SMA;20170317;0;0;261;10.1;51.1;183;0;0;1018.0;0.0;75;8.3;12.1;6.1;6.6;20.1;60.7
SMA;20170318;0;0;249;23.0;67.3;34;0;0;1016.4;7.8;0;0.0;7.8;6.7;2.1;9.2;85.8
SMA;20170319;0;0;253;13.0;42.1;106;0;0;1016.2;0.3;22;2.4;11.2;8.7;5.4;15.7;80.1
SMA;20170320;0;0;277;6.5;28.8;119;0;0;1013.9;0.0;38;4.2;10.4;8.5;4.5;14.8;76.0
SMA;20170321;0;0;259;8.3;26.6;121;0;0;1012.1;0.0;22;2.5;9.8;6.9;3.8;14.1;66.3
SMA;20170322;0;0;7;5.0;21.2;40;0;0;1012.3;2.2;0;0.0;5.3;3.4;-0.8;6.9;87.8
SMA;20170323;0;0;58;9.0;33.8;213;0;0;1012.8;0.4;85;9.6;10.1;3.5;3.9;17.8;73.2
SMA;20170324;0;0;46;13.3;45.7;115;0;0;1021.4;0.0;7;0.9;8.6;6.1;2.3;13.8;81.5
SMA;20170325;0;0;49;15.8;47.9;174;0;0;1020.0;0.0;60;6.8;8.9;6.2;2.5;13.7;71.8
SMA;20170326;0;0;27;5.4;21.2;129;0;0;1020.4;0.0;29;3.4;7.9;4.3;1.4;12.3;67.2
SMA;20170327;0;0;41;6.1;30.2;236;0;0;1021.8;0.0;100;11.6;9.3;2.0;2.7;16.9;58.9
SMA;20170328;0;0;234;4.0;21.6;233;0;0;1024.7;0.0;98;11.4;12.1;5.4;5.4;18.9;60.4
SMA;20170329;0;0;270;3.6;22.7;234;0;0;1027.4;0.0;99;11.6;13.3;8.2;6.5;19.3;54.7
SMA;20170330;0;0;53;4.7;22.0;233;0;0;1025.6;0.0;100;11.8;13.4;6.9;6.5;20.3;57.7
SMA;20170331;0;0;247;3.6;23.0;213;0;0;1018.9;0.0;81;9.5;14.3;8.3;7.3;20.8;55.2
SMA;20170401;0;0;276;7.9;35.6;198;0;0;1013.4;0.0;59;7.0;12.4;9.1;5.3;18.2;55.0
SMA;20170402;0;40;25;7.2;31.0;157;0;0;1017.9;0.3;44;5.2;11.8;8.1;4.6;16.7;65.3
SMA;20170403;0;14;39;7.2;29.2;182;0;0;1022.4;0.0;56;6.7;12.5;8.1;5.2;17.6;71.8
SMA;20170404;0;0;67;4.3;27.7;149;0;0;1021.9;3.8;36;4.4;10.9;8.1;3.5;14.9;71.4
SMA;20170405;0;0;45;6.1;24.5;154;0;0;1022.2;0.0;32;3.8;10.0;6.3;2.5;13.7;66.9
SMA;20170406;0;0;45;8.6;31.3;164;0;0;1023.9;0.0;39;4.8;8.4;4.4;0.8;12.2;58.7
SMA;20170407;0;0;360;6.1;26.3;256;0;0;1023.8;0.0;100;12.2;9.6;1.6;1.9;17.2;55.9
SMA;20170408;0;0;45;5.8;24.8;263;0;0;1023.0;0.0;100;12.3;12.3;4.9;4.5;19.5;55.6
SMA;20170409;0;0;225;3.2;23.4;267;0;0;1023.7;0.0;100;12.4;15.1;7.6;7.2;23.1;52.3
SMA;20170410;0;0;265;9.4;41.8;242;0;0;1021.2;0.0;78;9.7;16.5;10.0;8.5;23.3;48.7
SMA;20170411;0;0;36;7.6;24.8;171;0;0;1023.4;0.0;37;4.5;10.9;7.8;2.8;14.9;56.4
SMA;20170412;0;0;259;8.3;37.8;265;0;0;1019.4;0.0;94;11.7;12.2;4.3;4.0;19.5;51.1
SMA;20170413;0;0;274;10.8;34.2;256;0;0;1016.2;0.0;88;11.1;13.4;9.7;5.0;18.0;49.5
SMA;20170414;0;0;294;5.8;26.3;164;0;0;1017.0;0.0;26;3.2;10.7;6.5;2.2;14.8;58.2
SMA;20170415;0;0;262;8.6;35.6;93;0;0;1018.1;0.5;2;0.2;11.0;8.8;2.4;13.2;63.0
SMA;20170416;0;2;255;9.0;36.7;42;0;0;1020.9;5.5;0;0.0;7.3;4.8;-1.4;9.6;84.5
SMA;20170417;0;0;248;9.4;51.8;113;0;0;1018.6;3.7;6;0.7;6.9;3.9;-2.0;11.0;79.9
SMA;20170418;0;17;331;6.1;40.3;180;0;0;1022.1;2.3;39;5.0;3.1;0.2;-5.9;6.8;76.8
SMA;20170419;0;5;38;6.8;39.6;136;0;0;1027.6;4.3;22;2.8;1.0;-1.3;-8.2;4.3;88.1
SMA;20170420;0;0;64;10.4;34.2;264;0;0;1031.9;0.0;73;9.4;2.2;-2.4;-7.1;7.0;58.0
SMA;20170421;0;0;153;5.4;20.2;296;0;0;1029.8;0.0;100;13.0;6.1;-1.5;-3.3;13.7;47.9
SMA;20170422;0;0;311;6.5;38.9;256;0;0;1024.1;0.0;68;8.8;9.2;2.7;-0.4;15.5;56.6
SMA;20170423;0;0;51;7.9;34.2;239;0;0;1022.3;0.0;62;8.1;8.3;5.1;-1.4;13.3;54.5
SMA;20170424;0;0;153;6.8;34.2;301;0;0;1015.4;0.0;95;12.3;10.5;1.1;0.6;19.3;54.0
SMA;20170425;0;0;242;7.6;49.0;35;0;0;1008.4;36.8;0;0.0;9.4;6.0;-0.6;12.7;85.0
SMA;20170426;0;0;27;5.8;27.0;62;0;0;1009.5;22.3;0;0.0;2.4;0.1;-7.8;5.4;94.5
SMA;20170427;0;0;326;4.7;18.4;50;1;0;1013.2;21.4;0;0.0;2.2;-0.1;-8.2;4.1;93.9
SMA;20170428;0;1;194;5.8;25.9;81;0;1;1014.9;16.4;3;0.5;2.1;-0.1;-8.4;4.8;92.3
SMA;20170429;0;0;90;5.4;23.4;307;0;0;1017.1;0.0;96;12.7;6.3;0.5;-4.4;13.0;67.9
SMA;20170430;0;0;81;5.8;28.8;318;0;0;1010.1;0.0;94;12.4;10.4;1.2;-0.5;18.3;56.0
SMA;20170501;0;0;236;10.8;36.4;52;0;0;1013.7;5.9;0;0.0;6.1;4.4;-5.1;9.8;82.4
SMA;20170502;0;0;270;5.0;22.3;232;0;0;1016.2;4.6;53;7.0;8.6;3.5;-2.8;13.8;71.9
SMA;20170503;0;0;243;4.7;19.8;208;0;0;1017.3;1.2;30;3.9;9.9;6.2;-1.6;14.6;70.5
SMA;20170504;0;9;231;4.7;41.4;117;0;0;1015.9;5.5;12;1.6;8.9;7.2;-2.8;13.7;82.5
SMA;20170505;0;0;53;7.2;28.4;280;0;0;1017.0;0.0;85;11.4;11.7;6.6;-0.2;17.5;66.4
SMA;20170506;0;0;270;11.2;55.8;102;0;0;1011.9;11.5;9;1.3;10.3;7.6;-1.7;16.9;83.7
SMA;20170507;0;0;236;13.7;41.8;54;0;0;1016.7;6.0;0;0.0;9.9;8.4;-2.3;11.7;86.6
SMA;20170508;0;0;257;8.3;27.0;47;0;0;1018.4;16.1;0;0.0;8.4;6.5;-3.9;9.7;89.3
SMA;20170509;0;0;47;6.8;28.1;160;0;0;1016.4;0.4;11;1.5;7.7;4.8;-4.8;11.9;74.3
SMA;20170510;0;0;40;5.8;25.2;334;0;0;1008.5;0.0;95;13.1;11.5;2.1;-1.1;20.0;63.5
SMA;20170511;0;0;108;7.9;44.3;167;0;0;1001.7;0.0;32;4.4;15.5;10.0;2.7;19.6;57.6
SMA;20170512;1;290;234;7.9;30.6;211;0;0;1006.5;2.8;39;5.3;14.1;11.0;1.2;20.6;72.1
SMA;20170513;14;404;231;6.8;38.2;259;0;0;1014.9;2.5;48;6.7;14.9;10.0;1.9;21.6;75.0
SMA;20170514;2;389;195;5.4;40.0;193;0;0;1024.0;4.1;28;3.9;13.6;11.4;0.4;18.7;84.4
SMA;20170515;0;0;292;5.0;31.0;317;0;0;1029.7;0.3;79;11.1;15.3;10.7;2.0;21.5;65.4
SMA;20170516;0;0;49;6.8;25.2;337;0;0;1028.5;0.0;100;14.1;17.0;9.2;3.6;23.8;53.3
SMA;20170517;0;0;39;4.7;19.8;335;0;0;1021.0;0.0;98;13.7;19.0;10.8;5.5;26.5;53.8
SMA;20170518;0;0;326;6.8;27.7;229;0;0;1014.2;0.0;39;5.5;19.7;16.3;6.0;23.1;58.9
SMA;20170519;0;1;260;11.9;47.9;64;0;0;1015.7;1.5;0;0.0;10.5;6.2;-3.3;17.3;82.8
SMA;20170520;0;0;236;4.0;23.0;197;0;0;1023.5;0.0;27;3.8;10.5;4.9;-3.4;17.0;72.8
SMA;20170521;0;0;51;10.1;41.0;296;0;0;1024.0;0.0;76;10.8;13.9;7.9;-0.1;19.1;60.9
SMA;20170522;0;0;292;5.0;35.3;345;0;0;1019.0;0.0;97;13.6;16.9;8.7;2.8;24.3;58.7
SMA;20170523;0;0;262;7.2;34.6;291;0;0;1021.0;0.0;67;9.4;19.4;14.2;5.2;24.7;56.6
SMA;20170524;0;0;20;5.8;25.6;259;0;0;1023.7;0.0;48;6.8;18.6;15.8;4.3;22.9;58.3
SMA;20170525;0;0;55;7.9;30.2;337;0;0;1021.8;0.0;97;13.7;17.9;13.2;3.5;22.6;55.4
SMA;20170526;0;0;52;10.8;32.0;352;0;0;1019.6;0.0;100;14.2;18.7;12.0;4.2;25.5;50.6
SMA;20170527;0;0;27;5.0;21.2;345;0;0;1020.4;0.0;96;13.5;20.9;12.1;6.3;28.7;51.7
SMA;20170528;0;0;34;3.6;19.8;312;0;0;1020.6;0.0;82;11.6;22.6;15.8;7.9;29.4;51.2
SMA;20170529;0;5;240;5.8;35.6;338;0;0;1017.3;0.3;93;13.2;23.3;16.6;8.5;30.2;50.0
SMA;20170530;2;327;260;7.2;35.3;334;0;0;1018.1;9.9;80;11.3;21.7;16.4;6.8;27.5;63.4
SMA;20170531;0;28;33;6.5;27.0;274;0;0;1021.0;2.8;53;7.4;20.4;16.1;5.4;25.9;73.7
SMA;20170601;0;535;315;5.4;34.2;226;0;0;1021.7;0.0;38;5.4;19.5;16.1;4.3;23.8;70.5
SMA;20170602;30;746;214;5.8;53.3;317;0;0;1019.2;16.6;71;10.0;19.2;15.0;4.0;26.2;74.5
SMA;20170603;3;963;256;5.0;33.5;275;0;0;1015.5;19.1;61;8.6;19.0;14.0;3.7;26.6;76.6
SMA;20170604;0;0;258;10.8;64.1;215;0;0;1016.8;6.4;30;4.3;16.5;13.7;1.1;21.0;74.8
SMA;20170605;0;0;360;3.2;20.9;76;0;0;1014.8;1.0;4;0.5;13.6;11.3;-1.9;16.3;83.3
SMA;20170606;0;0;240;15.5;77.4;118;0;0;1010.9;1.7;21;3.0;13.4;9.3;-2.2;17.2;73.6
SMA;20170607;0;0;254;14.8;56.5;323;0;0;1020.5;0.1;76;10.8;12.7;9.1;-3.0;17.4;60.1
SMA;20170608;0;0;180;3.6;17.6;348;0;0;1020.2;0.0;98;14.0;16.0;8.4;0.2;23.8;52.9
SMA;20170609;0;0;235;6.5;36.4;205;0;0;1017.5;0.0;33;4.7;18.0;11.8;2.2;22.8;60.6
SMA;20170610;0;0;27;5.4;18.7;291;0;0;1021.7;0.0;70;10.0;19.4;15.2;3.5;24.6;60.2
SMA;20170611;0;0;18;5.8;21.2;356;0;0;1019.4;0.0;98;14.1;22.1;13.9;6.1;29.5;57.0
SMA;20170612;0;0;277;7.6;41.8;218;0;0;1019.0;0.2;42;6.0;22.2;19.2;6.1;26.3;64.3
SMA;20170613;0;0;25;8.3;38.5;341;0;0;1018.6;0.0;84;12.0;21.8;16.6;5.6;27.6;53.9
SMA;20170614;0;0;43;6.5;26.6;224;0;0;1018.0;0.0;32;4.6;19.9;15.6;3.6;25.6;64.9
SMA;20170615;17;3358;242;8.3;54.7;315;0;0;1018.8;13.1;73;10.5;22.2;17.5;5.8;29.2;70.9
SMA;20170616;19;229;279;11.9;46.1;319;0;0;1022.9;4.2;71;10.2;20.0;14.9;3.6;24.8;63.7
SMA;20170617;0;0;40;6.5;24.5;329;0;0;1026.1;0.0;78;11.1;17.9;12.4;1.4;23.4;58.4
SMA;20170618;0;0;55;12.2;43.9;364;0;0;1023.4;0.0;100;14.5;19.6;13.6;3.0;24.9;57.1
SMA;20170619;0;0;270;5.8;23.8;350;0;0;1021.4;0.0;99;14.2;22.7;14.1;6.0;30.2;56.5
SMA;20170620;0;2;242;7.2;36.4;323;0;0;1019.3;0.0;77;11.0;25.7;20.1;8.9;31.8;52.5
SMA;20170621;0;31;297;4.3;22.7;291;0;0;1017.9;0.0;77;11.1;25.8;20.4;8.9;31.9;55.7
SMA;20170622;0;1;240;7.2;31.0;313;0;0;1018.0;0.0;86;12.3;26.7;20.3;9.7;33.0;51.7
SMA;20170623;0;256;258;13.3;46.8;270;0;0;1019.2;0.0;63;9.0;26.8;22.5;9.8;31.5;54.3
SMA;20170624;0;0;255;6.1;25.9;135;0;0;1019.8;0.0;19;2.8;21.5;19.7;4.4;24.6;67.5
SMA;20170625;0;1;242;7.9;34.6;208;0;0;1017.9;1.3;41;5.9;20.4;16.5;3.2;25.1;65.5
SMA;20170626;0;62;127;5.4;51.5;327;0;0;1014.7;1.3;77;11.1;21.9;15.8;4.6;29.9;61.1
SMA;20170627;0;0;90;4.3;21.2;199;0;0;1009.5;0.3;23;3.4;21.1;16.2;3.7;27.1;69.2
SMA;20170628;0;779;203;7.6;34.6;176;0;0;1003.0;20.0;24;3.4;17.6;14.1;0.1;22.8;83.5
SMA;20170629;0;46;237;16.9;67.3;213;0;0;1004.1;0.3;32;4.6;16.5;14.0;-1.1;21.5;65.8
SMA;20170630;0;94;221;11.5;47.2;312;0;0;1010.2;0.1;61;8.8;16.4;12.4;-1.3;21.7;60.9
SMA;20170701;0;0;249;16.9;51.8;213;0;0;1016.3;0.0;28;3.9;15.9;12.9;-1.9;20.5;63.9
SMA;20170702;0;0;230;9.0;31.7;50;0;0;1022.8;8.4;1;0.1;13.7;12.2;-4.2;16.1;89.6
SMA;20170703;0;0;265;5.4;25.6;262;0;0;1024.7;0.5;59;8.4;17.3;13.0;-0.7;23.6;68.7
SMA;20170704;0;0;135;4.0;24.1;322;0;0;1022.3;0.0;92;13.0;19.9;14.4;1.8;25.9;60.1
SMA;20170705;0;0;261;4.7;28.4;342;0;0;1020.1;0.0;97;13.7;23.0;15.2;4.9;30.0;56.5
SMA;20170706;0;0;233;4.7;27.7;347;0;0;1020.2;0.0;95;13.6;25.1;17.7;6.9;32.4;48.9
SMA;20170707;4;110;245;9.0;44.3;263;0;0;1020.2;1.6;45;6.4;24.7;21.0;6.4;31.5;55.4
SMA;20170708;3;1187;240;6.8;54.7;242;0;0;1019.3;2.0;60;8.5;23.2;18.5;4.9;32.4;64.9
SMA;20170709;10;1335;225;6.8;59.0;145;0;0;1016.0;31.0;15;2.1;20.0;17.1;1.6;25.5;83.3
SMA;20170710;6;1274;245;9.7;40.7;163;0;0;1014.1;23.7;21;2.9;19.0;15.2;0.5;25.5;83.5
SMA;20170711;0;0;236;6.1;30.2;184;0;0;1017.2;2.9;31;4.4;17.9;14.6;-0.6;22.9;81.6
SMA;20170712;0;0;262;11.9;57.2;262;0;0;1017.3;1.3;50;7.0;20.1;16.2;1.5;26.2;75.5
SMA;20170713;0;0;37;6.8;24.5;252;0;0;1020.7;0.3;42;5.9;19.0;15.9;0.4;23.0;70.5
SMA;20170714;0;94;276;9.7;45.7;219;0;0;1019.3;2.7;37;5.2;18.6;14.1;0.0;23.3;67.2
SMA;20170715;0;0;331;6.1;26.6;231;0;0;1023.4;0.0;37;5.3;17.3;13.6;-1.4;21.8;55.4
SMA;20170716;0;0;50;4.7;22.3;299;0;0;1025.2;0.0;73;10.4;18.1;11.6;-0.6;24.0;58.7
SMA;20170717;0;0;61;5.4;19.8;327;0;0;1022.1;0.0;99;13.9;21.0;13.8;2.2;27.3;58.6
SMA;20170718;0;3;83;5.0;20.5;255;0;0;1018.6;0.0;65;9.2;22.1;16.2;3.3;28.4;63.0
SMA;20170719;4;272;196;6.8;80.3;279;0;0;1016.0;1.2;69;9.7;22.6;17.3;3.8;31.0;60.8
SMA;20170720;0;204;221;6.5;38.2;217;0;0;1016.3;10.2;46;6.5;19.6;15.3;0.7;23.8;77.4
SMA;20170721;60;2269;36;6.8;42.1;256;0;0;1014.7;21.9;64;8.9;19.9;15.8;1.0;27.4;80.5
SMA;20170722;32;1962;256;5.8;32.4;293;0;0;1016.4;9.3;70;9.8;20.4;15.8;1.5;27.1;74.2
SMA;20170723;0;0;309;5.4;23.0;112;0;0;1018.9;0.9;7;0.9;17.3;15.2;-1.6;20.6;76.0
SMA;20170724;0;40;246;9.0;45.4;94;0;0;1013.1;13.9;5;0.7;15.1;12.7;-3.8;17.6;82.2
SMA;20170725;7;205;237;10.8;36.7;116;0;0;1013.3;27.0;5;0.7;13.3;11.7;-5.6;16.8;89.6
SMA;20170726;0;0;245;10.8;42.5;109;0;0;1014.1;4.3;17;2.4;14.6;12.2;-4.4;19.5;81.8
SMA;20170727;0;0;207;5.8;36.0;143;0;0;1014.2;1.4;8;1.1;16.5;13.4;-2.5;20.3;82.8
SMA;20170728;0;0;200;5.4;22.0;161;0;0;1017.6;5.5;31;4.4;16.8;14.7;-2.2;20.5;84.6
SMA;20170729;0;0;191;3.6;16.6;272;0;0;1018.3;0.0;85;11.9;20.2;14.7;1.2;25.7;73.4
SMA;20170730;0;256;207;5.8;36.4;257;0;0;1016.0;1.3;62;8.6;22.2;17.8;3.2;28.5;70.4
SMA;20170731;0;8;76;4.7;27.0;188;0;0;1017.1;0.4;39;5.3;21.4;17.1;2.5;26.6;76.9
SMA;20170801;14;3867;29;6.5;46.8;252;0;0;1017.5;4.6;64;8.8;22.3;18.0;3.4;30.4;77.5
SMA;20170802;0;211;211;5.4;31.3;296;0;0;1021.0;0.0;86;11.8;23.5;17.4;4.6;29.8;72.5
SMA;20170803;0;0;249;6.1;38.2;261;0;0;1017.7;0.0;65;8.8;25.7;20.9;6.8;31.7;63.9
SMA;20170804;0;1;300;6.8;25.9;220;0;0;1018.1;0.0;32;4.3;22.6;18.7;3.7;27.3;65.9
SMA;20170805;0;24;294;6.8;43.2;269;0;0;1018.7;0.0;65;8.8;22.2;17.6;3.4;28.5;66.2
SMA;20170806;0;0;54;7.6;24.1;131;0;0;1023.0;1.7;21;2.9;16.5;13.5;-2.3;20.0;76.1
SMA;20170807;0;0;56;7.2;27.7;312;0;0;1018.2;0.0;95;12.6;18.4;12.0;-0.4;25.0;68.1
SMA;20170808;0;2;239;7.9;46.8;80;0;0;1015.2;5.1;7;0.9;16.6;14.7;-2.1;21.1;84.4
SMA;20170809;0;0;34;4.7;37.8;140;0;0;1017.9;8.6;13;1.7;16.5;12.7;-2.2;19.9;82.9
SMA;20170810;0;0;320;5.4;23.0;44;0;0;1020.5;14.1;0;0.0;12.2;10.4;-6.4;15.2;93.8
SMA;20170811;0;0;241;7.2;25.9;55;0;0;1019.4;8.5;0;0.0;11.6;10.7;-6.9;13.0;92.7
SMA;20170812;0;0;230;7.6;32.0;163;0;0;1022.4;3.6;15;2.0;14.6;11.0;-3.9;19.0;79.5
SMA;20170813;0;0;360;4.3;18.4;278;0;0;1021.9;0.0;72;9.4;18.2;13.6;-0.2;24.1;71.7
SMA;20170814;0;0;180;4.3;18.4;290;0;0;1020.6;0.0;99;12.9;20.3;14.1;2.0;27.1;72.0
SMA;20170815;1;366;238;5.8;48.6;259;0;0;1020.9;1.3;77;10.0;22.2;16.5;3.9;28.9;64.6
SMA;20170816;0;2;56;4.0;17.3;242;0;0;1022.5;0.2;58;7.6;20.7;16.3;2.5;26.2;75.3
SMA;20170817;0;0;323;4.7;22.3;259;0;0;1020.9;0.1;87;11.3;21.7;16.8;3.6;27.4;73.8
SMA;20170818;11;2350;255;6.8;77.0;262;0;0;1018.3;8.9;77;10.0;21.4;15.1;3.4;29.8;76.0
SMA;20170819;0;2;288;6.8;33.1;184;0;0;1021.5;0.0;37;4.8;17.2;14.5;-0.7;21.8;69.9
SMA;20170820;0;0;346;5.8;24.5;227;0;0;1025.0;0.0;64;8.2;16.2;12.2;-1.6;21.0;59.4
SMA;20170821;0;0;68;4.0;19.4;169;0;0;1024.5;0.0;28;3.6;15.5;10.9;-2.2;20.5;69.1
SMA;20170822;0;0;51;5.4;20.9;275;0;0;1020.9;0.0;99;12.7;18.4;12.7;0.8;24.3;66.9
SMA;20170823;0;0;194;3.6;19.4;253;0;0;1018.3;0.0;79;10.1;21.3;14.9;3.8;28.4;69.4
SMA;20170824;2;1834;225;5.0;85.7;209;0;0;1020.1;5.8;67;8.5;20.0;15.8;2.6;28.9;79.3
SMA;20170825;0;0;166;2.9;13.7;226;0;0;1020.1;0.0;61;7.7;20.9;15.2;3.6;27.5;74.6
SMA;20170826;0;0;193;4.3;28.1;237;0;0;1019.1;0.0;80;10.1;23.2;18.5;6.1;29.1;63.2
SMA;20170827;0;8;191;4.7;27.4;152;0;0;1019.6;0.0;39;4.8;21.3;18.2;4.3;25.7;71.1
SMA;20170828;0;13;76;3.6;16.6;198;0;0;1019.3;0.0;68;8.5;21.5;17.0;4.6;27.6;71.9
SMA;20170829;0;0;52;5.0;16.9;258;0;0;1017.0;0.0;97;12.0;22.2;16.1;5.5;29.0;65.4
SMA;20170830;3;662;247;5.0;32.4;212;0;0;1014.6;8.4;68;8.5;22.9;17.6;6.3;29.7;66.9
SMA;20170831;0;36;300;6.5;38.5;30;0;0;1018.8;25.4;0;0.0;15.4;12.2;-1.1;18.8;94.5
SMA;20170901;0;0;5;5.4;20.5;59;0;0;1019.6;30.0;0;0.0;12.6;11.6;-3.5;14.4;94.4
SMA;20170902;1;3;276;5.4;32.4;89;0;0;1019.1;10.3;6;0.7;11.4;9.7;-4.6;14.8;89.7
SMA;20170903;0;0;45;4.7;18.7;192;0;0;1017.9;0.0;50;6.1;12.0;8.4;-3.8;17.3;78.5
SMA;20170904;0;0;189;5.0;22.0;192;0;0;1018.7;0.2;60;7.3;14.6;9.2;-1.1;19.6;73.7
SMA;20170905;0;0;207;4.3;22.0;233;0;0;1021.8;0.0;78;9.4;19.0;14.5;3.5;24.5;67.9
SMA;20170906;0;0;274;11.5;40.7;119;0;0;1021.1;0.0;23;2.8;17.6;14.3;2.2;21.3;71.0
SMA;20170907;0;0;265;5.8;20.5;136;0;0;1019.4;0.0;37;4.5;14.7;12.3;-0.5;17.7;65.1
SMA;20170908;0;0;240;6.8;33.1;182;0;0;1012.9;0.0;56;6.7;14.8;11.8;-0.3;19.1;69.7
SMA;20170909;0;0;189;5.8;38.9;19;0;0;1005.1;13.0;0;0.0;12.0;9.8;-2.9;13.4;91.8
SMA;20170910;0;0;153;4.3;15.8;117;0;0;1008.3;6.4;22;2.6;11.6;9.0;-3.2;16.4;85.7
SMA;20170911;0;0;230;10.1;47.9;79;0;0;1007.4;0.0;9;1.1;12.7;9.7;-2.0;16.7;75.4
SMA;20170912;0;0;232;13.7;50.0;112;0;0;1013.9;4.2;26;3.1;11.7;10.1;-2.8;14.9;78.3
SMA;20170913;0;0;232;21.2;74.2;75;0;0;1014.9;2.4;13;1.5;15.0;8.9;0.6;20.1;67.1
SMA;20170914;0;0;242;20.2;78.1;63;0;0;1014.1;9.9;26;3.0;12.6;8.4;-1.6;19.6;71.8
SMA;20170915;0;0;198;4.3;19.8;198;0;0;1015.2;0.0;79;9.0;10.9;6.7;-3.2;16.1;69.2
SMA;20170916;0;14;27;3.6;22.3;167;0;0;1012.9;1.8;55;6.3;10.3;6.9;-3.7;16.2;78.4
SMA;20170917;0;59;315;4.0;34.9;137;0;0;1014.9;14.6;38;4.3;9.6;7.2;-4.2;14.7;87.7
SMA;20170918;0;0;254;6.5;30.2;127;0;0;1017.8;0.4;20;2.3;10.2;8.3;-3.5;13.5;76.7
SMA;20170919;0;11;242;6.1;24.8;93;0;0;1019.6;5.3;11;1.3;9.5;8.5;-4.1;12.2;84.5
SMA;20170920;0;0;225;5.4;22.3;155;0;0;1022.7;0.1;50;5.6;10.4;7.3;-3.1;15.1;79.7
SMA;20170921;0;0;48;6.1;25.9;210;0;0;1021.1;0.0;96;10.8;10.4;5.1;-2.9;17.3;77.2
SMA;20170922;0;0;225;2.9;18.7;191;0;0;1021.9;0.0;83;9.3;13.1;8.1;-0.1;20.0;76.4
SMA;20170923;0;0;45;4.0;19.4;195;0;0;1022.1;0.0;90;10.0;14.1;9.3;1.0;19.5;75.6
SMA;20170924;0;8;36;5.0;26.3;164;0;0;1021.2;0.1;72;8.0;14.5;10.4;1.5;19.4;74.7
SMA;20170925;0;5;55;5.4;22.0;174;0;0;1020.0;0.0;67;7.4;13.4;9.6;0.6;18.9;79.7
SMA;20170926;0;0;202;3.2;15.8;121;0;0;1022.0;1.0;51;5.6;13.3;9.8;0.6;17.0;81.7
SMA;20170927;0;0;90;3.2;14.8;174;0;0;1023.9;1.2;60;6.6;15.0;12.4;2.4;19.9;84.0
SMA;20170928;0;0;180;2.2;14.0;144;0;0;1026.0;0.0;51;5.6;15.7;12.1;3.2;20.8;79.4
SMA;20170929;0;0;153;2.5;11.2;113;0;0;1023.9;1.7;23;2.5;15.5;13.4;3.1;20.1;86.1
SMA;20170930;0;0;270;6.5;28.8;121;0;0;1019.5;9.9;32;3.5;14.6;10.0;2.3;20.1;84.5
SMA;20171001;0;0;27;3.6;16.9;109;0;0;1022.6;0.2;26;2.7;11.5;9.4;-0.5;14.9;87.5
SMA;20171002;0;0;214;8.6;36.0;51;0;0;1021.5;0.3;0;0.0;13.7;10.9;1.8;16.2;83.1
SMA;20171003;0;0;249;11.5;60.8;102;0;0;1021.8;14.1;40;4.3;13.9;9.4;2.1;16.9;78.8
SMA;20171004;0;0;261;5.0;19.8;111;0;0;1025.7;0.0;28;3.0;10.9;7.0;-0.8;14.9;81.5
SMA;20171005;0;0;260;11.9;52.2;180;0;0;1019.3;6.9;91;9.5;14.2;8.4;2.6;21.5;68.5
SMA;20171006;0;0;279;6.8;32.4;92;0;0;1022.2;2.1;27;2.9;8.5;6.3;-3.0;11.7;82.6
SMA;20171007;0;0;235;5.8;23.0;167;0;0;1023.7;0.0;81;8.4;9.4;5.1;-1.9;13.6;74.5
SMA;20171008;0;0;238;9.4;64.1;40;0;0;1020.7;1.8;0;0.0;10.0;8.1;-1.2;11.6;78.4
SMA;20171009;0;0;297;2.9;16.2;73;0;0;1021.5;1.1;4;0.5;10.7;8.0;-0.4;13.2;86.6
SMA;20171010;0;0;231;4.0;24.5;150;0;0;1022.0;0.0;71;7.3;11.0;6.6;0.1;16.5;80.8
SMA;20171011;0;0;197;4.7;22.3;164;0;0;1022.3;0.0;99;10.1;12.6;8.0;1.8;18.5;76.5
SMA;20171012;0;0;243;6.5;29.9;140;0;0;1026.3;0.0;80;8.1;14.2;10.8;3.5;18.8;72.7
