 

stn;time;breclod0;brefard0;dkl010d0;fu3010d0;fu3010d1;gre000d0;hns000d0;hto000d0;pp0qnhd0;rka150d0;sremaxdv;su2000d0;tre200d0;tre200dn;tre200dv;tre200dx;ure200d0
BAS;20170101;0;0;108;7.6;26.6;65;0;0;1023.4;0.0;99;6.6;-2.0;-4.5;-3.8;2.2;86.0
BAS;20170102;0;0;135;4.0;19.4;25;2;0;1023.2;1.8;0;0.0;-1.2;-4.0;-3.0;1.5;93.2
BAS;20170103;0;0;270;2.9;9.4;43;0;2;1027.6;0.0;28;1.8;-1.8;-4.8;-3.6;0.3;90.2
BAS;20170104;0;0;260;9.4;39.6;11;1;0;1021.9;0.3;0;0.0;-0.1;-4.9;-1.8;2.0;82.0
BAS;20170105;0;0;282;7.2;31.7;32;1;1;1027.4;1.2;14;0.9;-1.0;-7.3;-2.7;1.4;83.0
BAS;20170106;0;0;85;5.4;28.1;72;0;2;1036.8;0.0;100;6.8;-6.2;-9.7;-7.9;-2.5;74.8
BAS;20170107;0;0;99;5.0;17.3;42;1;2;1033.9;0.0;9;0.6;-6.3;-10.5;-8.0;-3.5;73.8
BAS;20170108;0;0;63;2.5;14.8;28;1;2;1030.8;0.1;0;0.0;-1.6;-3.7;-3.2;0.1;87.9
BAS;20170109;0;0;191;3.6;17.3;30;1;2;1026.6;0.0;0;0.0;-0.1;-0.9;-1.7;1.6;78.3
BAS;20170110;0;0;111;6.1;27.7;17;6;3;1012.4;4.4;0;0.0;-0.1;-1.6;-1.7;1.2;91.9
BAS;20170111;0;0;225;6.1;44.3;28;0;8;1015.7;0.6;2;0.1;2.9;-1.1;1.3;6.7;84.9
BAS;20170112;0;0;242;11.5;88.9;21;0;1;1012.0;3.1;0;0.0;6.3;3.8;4.7;9.2;78.6
BAS;20170113;0;0;259;16.9;77.0;30;0;0;1007.0;2.3;13;0.9;1.7;-0.2;0.1;7.4;76.9
BAS;20170114;0;0;257;14.4;50.0;25;4;0;1015.4;0.8;0;0.0;0.7;-1.6;-0.8;1.9;80.3
BAS;20170115;0;0;225;5.8;20.9;30;1;4;1021.3;1.2;0;0.0;-0.8;-2.8;-2.3;0.7;83.7
BAS;20170116;0;0;30;4.7;26.6;31;1;3;1023.0;0.4;0;0.0;-2.8;-5.6;-4.3;-1.0;84.1
BAS;20170117;0;0;53;10.8;64.4;56;0;4;1027.9;0.0;35;2.7;-3.4;-7.0;-4.9;-1.0;69.2
BAS;20170118;0;0;80;18.4;57.2;54;0;3;1030.0;0.0;52;4.0;-2.8;-4.3;-4.3;-1.4;60.6
BAS;20170119;0;0;74;10.8;41.4;27;0;2;1031.1;0.0;1;0.1;-4.5;-7.1;-6.0;-2.7;75.2
BAS;20170120;0;0;90;14.4;37.8;69;0;2;1030.3;0.0;69;5.4;-4.4;-6.0;-5.9;-2.5;76.2
BAS;20170121;0;0;94;11.2;33.8;82;0;1;1027.9;0.0;95;7.5;-4.7;-7.7;-6.2;-1.1;83.0
BAS;20170122;0;0;93;7.9;27.0;82;0;1;1024.6;0.0;88;6.9;-5.0;-9.4;-6.5;-1.3;83.7
BAS;20170123;0;0;225;3.6;12.6;31;0;1;1024.4;0.0;0;0.0;-6.7;-7.8;-8.2;-4.7;90.6
BAS;20170124;0;0;180;5.0;18.7;11;0;1;1026.2;0.0;0;0.0;-6.2;-7.5;-7.7;-4.7;85.4
BAS;20170125;0;0;90;13.3;40.3;21;0;1;1026.6;0.0;0;0.0;-5.5;-6.2;-7.0;-4.7;73.0
BAS;20170126;0;0;96;14.0;38.9;85;0;1;1023.0;0.0;84;6.8;-4.5;-5.9;-6.0;-2.0;74.8
BAS;20170127;0;0;114;4.7;35.3;70;0;1;1019.7;0.0;30;2.5;-2.2;-8.0;-3.8;2.8;74.1
BAS;20170128;0;1;114;5.0;26.3;59;0;1;1019.6;0.0;24;1.9;0.1;-5.0;-1.5;4.3;76.1
BAS;20170129;0;0;108;7.2;24.5;73;0;1;1022.5;0.0;33;2.7;2.3;-1.8;0.7;8.3;77.4
BAS;20170130;0;0;107;8.6;29.2;20;0;0;1017.6;1.8;0;0.0;2.9;0.9;1.3;4.4;85.5
BAS;20170131;0;0;104;4.0;15.5;9;0;0;1016.0;17.6;0;0.0;5.3;3.6;3.7;6.7;96.8
BAS;20170201;0;0;63;4.0;20.5;75;0;0;1016.2;3.1;52;4.4;5.0;2.1;3.3;11.1;94.5
BAS;20170202;0;0;101;13.0;36.7;91;0;0;1011.2;0.0;76;6.4;7.1;4.5;5.4;11.5;85.4
BAS;20170203;0;0;158;8.3;38.2;92;0;0;1008.3;0.8;68;5.7;7.8;4.5;6.1;11.4;75.3
BAS;20170204;0;0;207;16.9;68.4;28;0;0;1004.1;0.7;5;0.4;6.4;3.2;4.6;9.3;67.9
BAS;20170205;0;0;103;10.1;39.2;13;0;0;1003.6;12.9;0;0.0;3.4;2.1;1.6;5.5;84.8
BAS;20170206;0;0;315;3.6;15.5;48;0;0;1015.0;4.1;23;2.0;4.3;2.4;2.4;7.1;91.7
BAS;20170207;0;0;106;6.1;22.0;44;0;0;1017.0;5.4;0;0.0;3.8;1.9;1.9;6.2;90.5
BAS;20170208;0;0;14;4.3;18.4;18;0;0;1019.6;3.7;0;0.0;3.5;2.5;1.5;4.5;93.5
BAS;20170209;0;0;27;6.5;25.6;53;0;0;1021.3;0.0;8;0.7;1.2;-0.6;-0.8;2.6;83.2
BAS;20170210;0;0;90;8.3;34.9;49;0;0;1018.5;0.7;30;2.6;1.5;-0.9;-0.6;4.3;83.0
BAS;20170211;0;0;95;16.2;41.0;88;0;0;1018.1;0.0;38;3.3;3.6;1.7;1.4;6.8;76.4
BAS;20170212;0;0;73;7.6;28.8;96;0;0;1022.3;0.0;61;5.4;3.8;0.8;1.5;9.6;78.5
BAS;20170213;0;0;93;15.8;46.8;56;0;0;1024.4;0.0;15;1.3;1.9;0.8;-0.4;3.7;77.0
BAS;20170214;0;0;99;9.0;35.3;121;0;0;1028.6;0.0;98;8.6;3.5;-0.1;1.1;8.8;74.6
BAS;20170215;0;0;108;7.2;26.6;124;0;0;1034.2;0.0;98;8.7;6.0;-0.6;3.5;15.1;73.1
BAS;20170216;0;0;114;5.8;22.7;124;0;0;1031.6;0.0;95;8.5;7.8;1.8;5.2;15.2;71.7
BAS;20170217;0;0;219;7.9;29.9;60;0;0;1027.5;4.7;31;2.8;7.3;1.9;4.6;9.4;85.0
BAS;20170218;0;0;117;4.3;15.1;99;0;0;1026.1;0.0;45;4.1;3.8;0.9;1.0;8.3;89.0
BAS;20170219;0;0;180;6.8;24.8;123;0;0;1024.8;0.0;63;5.7;4.5;-1.3;1.6;11.6;75.7
BAS;20170220;0;0;238;5.4;22.0;55;0;0;1024.4;3.3;1;0.1;7.5;4.7;4.4;10.6;74.0
BAS;20170221;0;0;252;10.4;41.8;38;0;0;1021.2;0.1;0;0.0;10.4;6.8;7.2;12.8;80.9
BAS;20170222;0;0;255;11.9;49.7;38;0;0;1018.7;0.0;0;0.0;9.9;7.9;6.6;11.2;70.0
BAS;20170223;0;0;260;10.4;54.7;129;0;0;1009.3;1.5;69;6.5;10.5;2.6;7.1;20.4;64.7
BAS;20170224;0;0;261;10.1;47.2;61;0;0;1015.2;0.4;6;0.6;5.3;1.5;1.7;8.3;74.1
BAS;20170225;0;0;98;4.7;19.8;143;0;0;1021.5;0.0;81;7.7;3.9;-0.1;0.2;9.3;77.1
BAS;20170226;0;0;114;5.0;19.1;78;0;0;1018.0;0.0;15;1.5;5.4;1.0;1.5;11.4;65.6
BAS;20170227;0;0;202;11.2;83.2;149;0;0;1007.2;0.0;86;8.3;8.7;0.9;4.7;16.0;58.5
BAS;20170228;0;0;234;15.5;67.3;28;0;0;1000.8;20.3;0;0.0;5.0;1.8;0.8;9.6;80.6
BAS;20170301;0;0;230;18.4;70.2;69;0;0;1009.4;2.7;1;0.1;7.5;4.4;2.9;10.2;65.8
BAS;20170302;0;0;252;13.0;57.2;152;0;0;1016.5;4.5;66;6.6;8.0;2.8;3.2;11.3;63.5
BAS;20170303;0;0;102;12.2;38.9;114;0;0;1009.2;0.0;34;3.4;7.6;2.1;2.7;13.3;61.8
BAS;20170304;0;0;259;8.3;55.8;105;0;0;997.4;1.6;21;2.1;6.9;2.6;1.8;12.9;72.1
BAS;20170305;0;31;233;14.4;71.3;102;0;0;1005.7;4.3;24;2.4;7.1;2.9;1.9;12.2;66.6
BAS;20170306;0;0;235;11.5;65.2;36;0;0;1005.8;14.9;0;0.0;5.5;2.7;0.1;8.5;84.0
BAS;20170307;0;0;255;11.5;41.4;96;0;0;1017.5;1.4;20;2.1;5.6;3.2;0.1;8.7;74.9
BAS;20170308;0;0;117;5.4;24.1;67;0;0;1023.0;0.3;2;0.2;5.7;-0.1;0.0;11.4;81.8
BAS;20170309;0;0;258;12.2;46.1;21;0;0;1023.3;1.8;0;0.0;11.0;10.4;5.2;11.8;82.3
BAS;20170310;0;0;309;4.7;23.4;172;0;0;1026.0;0.0;80;8.3;9.0;2.7;3.1;14.1;71.0
BAS;20170311;0;0;86;6.1;27.0;173;0;0;1020.4;0.0;89;9.3;8.2;0.2;2.1;16.4;57.8
BAS;20170312;0;0;76;4.0;27.0;170;0;0;1014.4;0.0;83;8.7;8.5;0.9;2.3;17.0;61.2
BAS;20170313;0;0;315;5.0;18.4;183;0;0;1023.7;0.0;95;10.1;8.0;0.9;1.7;15.0;60.7
BAS;20170314;0;0;198;5.0;19.1;184;0;0;1031.8;0.0;92;9.8;8.5;1.5;2.0;16.5;57.7
BAS;20170315;0;1;315;5.0;17.3;187;0;0;1030.5;0.0;98;10.5;9.4;2.3;2.8;16.8;66.4
BAS;20170316;0;0;90;4.0;17.3;197;0;0;1024.0;0.0;97;10.5;10.4;2.6;3.7;18.5;68.5
BAS;20170317;0;0;279;10.1;48.2;190;0;0;1018.4;0.0;87;9.4;12.1;5.6;5.3;20.7;62.9
BAS;20170318;0;0;262;13.7;65.2;24;0;0;1017.0;0.0;0;0.0;10.1;8.6;3.2;11.4;70.4
BAS;20170319;0;0;270;9.0;37.1;99;0;0;1016.6;0.0;7;0.8;12.5;11.0;5.5;16.2;74.1
BAS;20170320;0;0;288;7.2;28.1;123;0;0;1014.2;0.0;21;2.4;12.0;9.4;4.8;15.4;67.7
BAS;20170321;0;0;293;10.1;41.8;118;0;0;1012.7;0.4;15;1.7;10.5;4.6;3.2;14.4;67.6
BAS;20170322;0;0;297;5.0;21.6;89;0;0;1013.2;4.4;1;0.1;5.9;3.3;-1.5;9.1;84.2
BAS;20170323;0;0;72;7.9;32.0;196;0;0;1012.7;0.3;84;9.4;11.2;6.1;3.7;17.2;70.7
BAS;20170324;0;0;360;6.8;42.5;76;0;0;1021.9;0.0;0;0.0;10.3;7.5;2.7;12.7;78.0
BAS;20170325;0;0;45;7.6;34.2;206;0;0;1020.1;0.0;77;8.6;10.9;5.5;3.2;17.4;66.3
BAS;20170326;0;0;297;5.4;27.0;200;0;0;1020.6;0.0;76;8.6;10.0;4.3;2.2;15.5;59.4
BAS;20170327;0;0;101;4.7;27.0;231;0;0;1021.6;0.0;100;11.3;11.1;2.3;3.2;18.8;54.5
BAS;20170328;0;0;217;6.8;25.6;219;0;0;1024.5;0.0;92;10.4;12.8;4.7;4.8;20.3;58.4
BAS;20170329;0;0;315;4.3;23.0;230;0;0;1027.4;0.0;99;11.3;12.9;6.1;4.8;19.8;58.5
BAS;20170330;0;0;99;5.4;20.5;231;0;0;1025.1;0.0;96;11.1;14.2;4.6;6.1;22.9;54.5
BAS;20170331;0;0;117;5.4;26.6;192;0;0;1018.3;0.0;58;6.7;14.8;8.1;6.6;22.0;52.7
BAS;20170401;0;0;270;7.9;37.1;210;0;0;1014.0;0.0;63;7.3;11.6;6.7;3.2;18.0;61.2
BAS;20170402;0;0;312;5.4;25.6;108;0;0;1018.5;0.1;3;0.3;11.9;8.4;3.4;15.9;72.7
BAS;20170403;0;51;270;4.7;36.4;197;0;0;1022.8;0.0;66;7.7;12.9;7.9;4.3;18.2;71.7
BAS;20170404;0;0;309;4.3;22.7;145;0;0;1022.0;0.0;18;2.1;12.2;8.0;3.5;17.6;62.3
BAS;20170405;0;1;11;4.7;32.4;209;0;0;1022.6;2.3;54;6.4;11.3;5.6;2.5;16.8;62.5
BAS;20170406;0;0;338;8.3;35.3;240;0;0;1024.7;0.0;79;9.4;9.5;2.9;0.6;14.3;57.4
BAS;20170407;0;0;292;4.3;19.1;258;0;0;1024.4;0.0;100;12.0;9.5;0.5;0.5;18.0;59.8
BAS;20170408;0;0;297;4.3;18.0;263;0;0;1023.1;0.0;100;12.1;12.0;3.1;2.9;21.1;59.8
BAS;20170409;0;0;108;4.0;15.5;264;0;0;1023.1;0.0;100;12.3;14.9;5.3;5.7;24.0;54.2
BAS;20170410;0;0;286;9.0;43.6;251;0;0;1021.0;0.0;80;9.8;16.5;9.3;7.2;24.4;51.4
BAS;20170411;0;0;312;6.8;24.5;245;0;0;1024.0;0.0;75;9.1;11.5;5.3;2.1;16.3;53.5
BAS;20170412;0;0;276;6.1;32.0;263;0;0;1019.8;0.0;86;10.6;12.3;2.7;2.8;20.3;50.9
BAS;20170413;0;0;272;10.1;37.8;249;0;0;1016.6;0.0;79;9.7;13.4;8.4;3.8;18.3;54.8
BAS;20170414;0;0;264;6.5;32.8;214;0;0;1017.3;0.0;45;5.5;11.3;6.1;1.6;16.8;59.4
BAS;20170415;0;0;259;7.6;27.4;65;0;0;1018.4;0.0;0;0.1;11.5;8.4;1.7;14.3;64.9
BAS;20170416;0;0;267;7.9;38.9;99;0;0;1021.4;1.6;6;0.7;9.4;6.8;-0.6;13.8;77.9
BAS;20170417;0;9;266;7.9;44.6;119;0;0;1019.3;4.8;10;1.2;8.3;4.3;-1.8;12.3;81.0
BAS;20170418;0;0;345;6.1;38.9;239;0;0;1023.6;0.0;75;9.3;5.4;2.1;-4.8;10.4;66.2
BAS;20170419;0;2;346;7.2;47.2;158;0;0;1029.1;4.2;25;3.2;3.3;-0.2;-7.0;9.1;81.4
BAS;20170420;0;0;83;5.0;33.1;261;0;0;1032.8;0.0;77;9.7;4.3;-2.4;-6.2;10.5;60.8
BAS;20170421;0;0;99;5.0;23.0;295;0;0;1030.3;0.0;100;12.7;7.4;-1.6;-3.2;15.5;47.5
BAS;20170422;0;0;337;5.4;27.0;192;0;0;1024.8;0.0;44;5.6;9.7;1.8;-1.0;15.8;56.5
BAS;20170423;0;0;309;6.5;29.2;256;0;0;1023.0;0.0;65;8.3;8.9;2.5;-2.0;14.2;58.1
BAS;20170424;0;0;252;4.3;19.4;296;0;0;1015.3;0.0;97;12.4;11.0;-0.3;0.0;20.1;55.2
BAS;20170425;0;0;295;8.3;36.4;80;2;0;1008.7;20.7;1;0.1;10.1;3.3;-1.1;15.4;77.6
BAS;20170426;0;0;231;5.8;18.7;78;0;2;1010.7;14.7;0;0.0;3.8;0.2;-7.5;7.0;92.3
BAS;20170427;0;0;287;5.0;18.4;48;0;0;1014.6;11.4;0;0.0;3.9;2.0;-7.6;5.6;92.7
BAS;20170428;0;0;238;7.2;40.0;182;0;0;1015.8;6.3;28;3.5;6.0;3.2;-5.6;11.0;80.1
BAS;20170429;0;0;99;6.5;25.2;317;0;0;1016.9;0.0;100;13.0;8.9;1.3;-2.9;15.8;58.3
BAS;20170430;0;0;90;8.6;39.6;305;0;0;1009.5;0.0;94;12.1;12.8;2.3;0.9;20.3;48.8
BAS;20170501;0;0;248;8.6;37.1;105;0;0;1014.2;1.4;1;0.1;8.3;5.8;-3.9;11.4;77.9
BAS;20170502;0;0;225;5.0;28.8;208;0;0;1016.5;1.6;38;4.9;9.3;2.7;-3.1;14.5;75.5
BAS;20170503;1;66;207;4.3;20.5;214;0;0;1017.4;5.1;39;5.1;11.2;7.8;-1.3;16.3;75.9
BAS;20170504;0;4;225;5.0;19.8;163;0;0;1016.0;4.0;16;2.1;10.0;6.8;-2.7;13.8;82.0
BAS;20170505;0;0;79;4.7;27.0;316;0;0;1016.6;0.0;95;12.3;13.4;5.9;0.6;19.6;63.5
BAS;20170506;0;0;117;6.1;33.5;75;0;0;1011.6;14.5;1;0.1;11.5;9.0;-1.5;16.0;84.9
BAS;20170507;0;0;243;9.4;31.7;51;0;0;1016.6;5.9;0;0.0;11.7;9.7;-1.4;13.4;83.3
BAS;20170508;0;0;254;8.6;35.6;84;0;0;1019.1;12.2;0;0.0;9.6;7.4;-3.6;12.8;86.4
BAS;20170509;0;0;14;3.2;14.0;187;0;0;1016.7;0.0;23;3.0;9.7;4.2;-3.7;14.9;71.8
BAS;20170510;0;0;84;5.0;27.4;329;0;0;1008.0;0.0;100;13.1;13.1;2.6;-0.4;21.8;63.5
BAS;20170511;0;3;63;5.4;27.7;139;0;0;1001.3;1.6;5;0.6;15.4;10.9;1.7;19.8;71.5
BAS;20170512;27;799;98;4.7;42.1;199;0;0;1005.7;2.3;52;6.8;14.4;10.6;0.6;20.0;80.3
BAS;20170513;0;150;207;5.4;41.8;223;0;0;1014.3;0.0;39;5.2;15.5;11.5;1.6;21.3;74.2
BAS;20170514;0;528;270;4.0;38.2;212;0;0;1023.6;7.0;33;4.4;15.4;12.4;1.4;21.2;79.0
BAS;20170515;0;0;342;4.3;24.1;317;0;0;1029.4;4.4;90;12.0;16.5;10.6;2.3;22.3;68.0
BAS;20170516;0;0;90;4.0;27.4;334;0;0;1027.8;0.0;100;13.6;17.9;8.5;3.6;25.8;56.3
BAS;20170517;0;0;97;4.7;20.5;331;0;0;1019.7;0.0;100;13.6;20.2;9.4;5.8;28.3;57.2
BAS;20170518;0;23;270;3.6;14.8;123;0;0;1013.7;0.4;1;0.1;19.0;16.3;4.5;22.2;74.0
BAS;20170519;0;0;240;9.0;38.9;78;0;0;1016.2;15.5;1;0.1;10.7;7.1;-3.9;17.2;87.5
BAS;20170520;0;0;180;4.7;21.2;169;0;0;1023.6;0.0;24;3.4;10.7;5.8;-4.1;16.6;76.8
BAS;20170521;0;0;11;4.3;25.6;324;0;0;1024.1;0.0;89;12.7;13.8;5.4;-1.1;21.5;67.2
BAS;20170522;0;0;252;4.3;20.5;341;0;0;1018.3;0.0;96;13.7;17.1;7.6;2.1;24.8;64.7
BAS;20170523;0;0;275;7.2;35.6;289;0;0;1020.3;0.0;64;9.2;20.2;13.0;5.1;25.9;60.3
BAS;20170524;0;0;315;6.8;27.0;327;0;0;1023.7;0.0;79;11.3;19.2;15.3;4.0;23.4;55.6
BAS;20170525;0;0;23;4.3;24.5;289;0;0;1021.0;0.0;82;11.7;19.1;12.6;3.8;24.0;61.6
BAS;20170526;0;0;90;7.6;40.7;353;0;0;1018.7;0.0;100;14.4;20.5;11.4;5.1;27.4;49.6
BAS;20170527;0;0;72;4.7;24.5;343;0;0;1019.0;0.0;96;13.9;22.5;12.3;7.0;30.5;56.1
BAS;20170528;0;9;98;4.0;19.4;314;0;0;1019.0;0.0;92;13.2;24.1;17.2;8.5;31.2;57.7
BAS;20170529;0;125;217;6.5;33.5;337;0;0;1016.0;0.8;95;13.7;24.1;16.8;8.4;31.3;54.9
BAS;20170530;0;0;270;6.8;32.8;242;0;0;1017.0;0.0;38;5.5;22.6;18.5;6.8;28.1;63.1
BAS;20170531;11;384;315;6.8;34.6;315;0;0;1020.5;2.1;76;11.1;21.6;16.5;5.7;26.4;66.8
BAS;20170601;4;183;270;5.4;24.1;255;0;0;1020.9;34.0;46;6.6;20.2;16.5;4.1;24.9;78.3
BAS;20170602;0;105;188;5.0;23.8;250;0;0;1018.0;0.0;51;7.4;20.9;15.3;4.7;26.5;71.3
BAS;20170603;0;143;162;6.5;24.8;236;0;0;1014.6;7.0;44;6.4;20.0;15.8;3.7;25.7;76.5
BAS;20170604;0;0;260;10.4;36.4;308;0;0;1016.9;2.7;54;7.9;17.0;13.2;0.7;20.4;70.1
BAS;20170605;0;0;225;4.3;16.2;180;0;0;1014.5;0.0;37;5.5;15.9;13.8;-0.5;19.8;68.7
BAS;20170606;0;0;241;10.8;49.7;166;0;0;1010.4;5.4;26;3.8;14.5;10.9;-2.0;18.4;73.0
BAS;20170607;0;0;253;11.2;47.9;286;0;0;1020.5;1.5;63;9.2;13.2;8.9;-3.4;18.1;64.7
BAS;20170608;0;0;97;5.8;23.0;348;0;0;1019.1;0.0;86;12.6;17.5;8.3;0.8;25.4;53.5
BAS;20170609;0;0;252;5.4;31.7;173;0;0;1016.6;0.9;20;3.0;18.9;12.7;2.1;23.1;64.0
BAS;20170610;0;0;307;4.7;20.9;336;0;0;1021.1;0.0;72;10.5;19.8;14.6;2.9;25.5;67.2
BAS;20170611;0;0;180;4.7;23.0;353;0;0;1018.4;0.0;99;14.5;22.7;13.5;5.7;30.8;59.3
BAS;20170612;0;0;283;7.6;37.8;254;0;0;1018.3;0.0;50;7.4;22.2;17.5;5.1;26.5;65.1
BAS;20170613;0;0;301;5.4;27.7;357;0;0;1018.4;0.0;94;13.8;20.5;12.8;3.3;27.5;55.8
BAS;20170614;0;0;360;4.7;19.8;272;0;0;1016.9;0.0;48;7.1;21.4;14.4;4.1;28.2;63.1
BAS;20170615;0;474;265;6.1;35.6;310;0;0;1017.4;0.0;68;10.0;24.1;17.2;6.7;30.4;64.5
BAS;20170616;0;0;274;11.5;46.4;339;0;0;1022.6;0.0;72;10.5;22.0;14.8;4.6;25.4;54.3
BAS;20170617;0;0;328;6.8;32.0;354;0;0;1025.8;0.0;100;14.7;18.8;12.0;1.3;24.1;59.8
BAS;20170618;0;0;94;6.5;36.4;363;0;0;1022.4;0.0;100;14.9;21.4;12.9;3.8;28.4;54.3
BAS;20170619;0;0;207;4.0;18.0;349;0;0;1019.8;0.0;100;14.8;24.3;14.3;6.6;31.7;54.6
BAS;20170620;0;10;262;5.8;31.7;340;0;0;1017.7;0.0;93;13.7;26.3;19.4;8.5;32.7;56.2
BAS;20170621;0;0;249;6.1;25.6;323;0;0;1016.4;0.0;91;13.5;26.7;20.5;8.8;33.0;52.7
BAS;20170622;0;894;194;6.5;32.0;318;0;0;1016.3;0.0;84;12.3;27.0;18.4;9.0;34.3;52.7
BAS;20170623;0;0;287;10.1;39.2;309;0;0;1018.0;0.0;79;11.6;26.6;20.9;8.5;30.4;56.3
BAS;20170624;0;0;267;7.9;27.0;199;0;0;1018.9;0.0;33;4.9;22.8;18.2;4.6;27.3;61.0
BAS;20170625;0;0;268;10.4;43.9;279;0;0;1017.0;0.3;57;8.4;22.2;17.2;3.9;26.5;53.7
BAS;20170626;0;4;90;6.1;25.9;315;0;0;1013.3;0.5;73;10.7;23.5;15.9;5.1;31.6;55.2
BAS;20170627;4;1013;111;6.1;39.6;222;0;0;1007.8;2.8;32;4.7;22.5;18.3;4.0;26.8;69.9
BAS;20170628;13;1369;189;5.0;41.4;189;0;0;1001.9;9.4;22;3.2;19.0;15.7;0.5;23.1;81.8
BAS;20170629;0;62;253;7.9;59.0;231;0;0;1003.3;1.5;41;6.0;17.3;13.4;-1.3;21.7;68.5
BAS;20170630;0;18;273;7.9;41.0;277;0;0;1009.2;0.0;61;8.9;18.0;12.4;-0.7;23.1;55.5
BAS;20170701;0;0;268;10.1;38.2;151;0;0;1016.2;0.0;6;0.9;16.4;14.0;-2.5;19.4;65.2
BAS;20170702;0;0;246;8.3;31.7;106;0;0;1022.5;3.7;2;0.3;15.9;13.7;-3.1;20.6;82.9
BAS;20170703;0;0;266;5.8;25.2;298;0;0;1024.2;0.0;63;9.2;18.8;14.9;-0.3;24.2;65.0
BAS;20170704;0;0;90;4.0;16.6;336;0;0;1021.3;0.0;99;14.4;20.9;13.4;1.8;27.5;59.6
BAS;20170705;0;0;333;5.0;22.7;348;0;0;1018.6;0.0;98;14.3;24.0;15.8;4.8;31.5;56.2
BAS;20170706;0;0;162;5.0;42.5;345;0;0;1018.4;0.0;94;13.7;26.2;17.6;6.9;34.0;48.5
BAS;20170707;0;0;287;6.8;34.2;269;0;0;1018.7;0.0;42;6.1;25.8;19.4;6.4;33.5;55.4
BAS;20170708;0;583;45;7.9;40.0;306;0;0;1017.3;0.0;72;10.5;26.5;20.0;7.1;33.9;55.6
BAS;20170709;0;60;164;7.9;54.7;141;0;0;1014.5;5.7;12;1.8;21.5;17.8;2.0;26.8;77.4
BAS;20170710;1;111;233;7.2;59.8;179;0;0;1012.9;3.4;14;2.0;20.2;15.5;0.7;25.8;80.8
BAS;20170711;0;48;117;4.3;28.1;162;0;0;1016.3;0.8;11;1.6;18.5;14.0;-1.1;22.5;83.7
BAS;20170712;0;0;267;8.6;53.3;147;0;0;1016.6;1.0;8;1.1;20.8;17.5;1.1;26.3;73.1
BAS;20170713;0;0;315;5.0;21.6;276;0;0;1020.3;0.0;46;6.6;20.0;15.0;0.3;25.3;65.1
BAS;20170714;0;0;281;9.4;46.4;284;0;0;1018.9;2.7;57;8.1;19.9;15.1;0.2;25.5;63.6
BAS;20170715;0;0;315;6.1;27.7;283;0;0;1023.4;0.0;53;7.6;18.0;12.9;-1.8;22.7;55.0
BAS;20170716;0;0;135;4.3;21.6;326;0;0;1024.5;0.0;81;11.6;20.0;11.5;0.2;27.3;54.7
BAS;20170717;0;0;360;4.3;18.7;340;0;0;1021.0;0.0;100;14.4;22.8;13.5;2.9;30.2;56.0
BAS;20170718;0;0;140;5.0;29.9;320;0;0;1016.7;0.0;96;13.7;25.2;16.0;5.3;32.7;54.3
BAS;20170719;0;149;121;7.2;30.2;290;0;0;1013.9;0.0;72;10.2;26.4;20.0;6.5;33.4;47.1
BAS;20170720;0;12;249;6.5;40.3;199;0;0;1014.9;1.4;34;4.8;22.7;18.5;2.7;28.1;61.5
BAS;20170721;2;2027;135;5.8;52.2;232;0;0;1013.7;7.3;54;7.6;21.6;17.9;1.6;30.1;74.3
BAS;20170722;8;1820;158;5.4;25.9;206;0;0;1015.1;5.4;53;7.4;20.7;15.8;0.7;26.6;79.7
BAS;20170723;0;125;266;6.5;26.6;127;0;0;1018.2;2.7;6;0.9;18.7;16.0;-1.3;21.5;69.9
BAS;20170724;0;2;261;9.7;47.2;150;0;0;1012.7;6.7;6;0.9;16.6;14.9;-3.4;19.9;78.0
BAS;20170725;15;367;258;10.4;42.8;132;0;0;1013.0;7.0;12;1.6;15.9;13.5;-4.2;19.7;77.6
BAS;20170726;0;0;254;9.7;41.8;161;0;0;1013.8;4.8;20;2.6;16.8;13.9;-3.3;21.4;73.3
BAS;20170727;0;0;180;5.8;56.9;133;0;0;1013.1;4.8;2;0.2;18.2;14.3;-1.9;23.2;81.1
BAS;20170728;0;0;270;7.6;31.3;225;0;0;1016.6;3.1;39;5.1;19.5;15.9;-0.6;24.2;69.2
BAS;20170729;0;0;104;4.7;19.8;318;0;0;1016.7;0.0;93;12.2;22.0;14.3;1.9;29.0;63.4
BAS;20170730;26;3822;243;7.9;31.0;249;0;0;1014.5;10.8;64;8.4;22.8;18.6;2.7;29.0;69.9
BAS;20170731;0;0;98;6.1;30.6;237;0;0;1015.3;0.0;54;7.1;23.3;17.6;3.2;29.3;71.5
BAS;20170801;25;1469;323;5.0;54.4;225;0;0;1016.4;26.1;42;5.5;23.3;18.0;3.3;30.2;78.0
BAS;20170802;0;43;90;4.3;19.1;273;0;0;1019.3;0.4;78;10.2;24.0;18.1;4.0;30.6;77.7
BAS;20170803;0;36;291;7.2;29.9;254;0;0;1016.1;0.0;51;6.7;26.7;21.8;6.7;31.7;64.3
BAS;20170804;0;0;291;7.6;33.5;216;0;0;1017.3;0.0;29;3.8;23.2;19.2;3.2;27.4;64.7
BAS;20170805;0;0;299;7.6;36.0;183;0;0;1017.9;0.0;32;4.1;22.6;17.7;2.7;27.4;65.7
BAS;20170806;0;0;330;4.7;25.2;272;0;0;1022.2;0.0;62;8.0;20.1;15.0;0.2;24.7;57.5
